trial_nr	onset	event_type	phase	response	nr_frames	condition	onset_abs	duration
327	282.7305030822754	stim	0		30	vertical	458.80787992477417	0.2500898838043213
328	282.9805929660797	stim	0		30	vertical	459.0579698085785	0.24990296363830566
329	283.230495929718	stim	0		30	vertical	459.3078727722168	0.25002217292785645
329	283.33226704597473	pulse	0	t		vertical	459.4096438884735	
330	283.4805181026459	stim	0		30	vertical	459.55789494514465	0.2500288486480713
330	283.65561389923096	response	0	b		vertical	459.73299074172974	
331	283.73054695129395	stim	0		30	vertical	459.8079237937927	0.2500021457672119
332	283.98054909706116	stim	0		30	vertical	460.05792593955994	0.24994182586669922
333	284.23049092292786	stim	0		30	vertical	460.30786776542664	0.2501339912414551
333	284.44731187820435	pulse	0	t		vertical	460.5246887207031	
334	284.4806249141693	stim	0		30	vertical	460.5580017566681	0.2499229907989502
335	284.73054790496826	stim	0		30	vertical	460.80792474746704	0.2499539852142334
336	284.9805018901825	stim	0		30	vertical	461.0578787326813	0.25007200241088867
337	285.2305738925934	stim	0		30	vertical	461.30795073509216	0.24998712539672852
338	285.4805610179901	stim	0		30	vertical	461.5579378604889	0.24994897842407227
338	285.555645942688	pulse	0	t		vertical	461.63302278518677	
339	285.7305099964142	stim	0		30	vertical	461.80788683891296	0.25006604194641113
340	285.9805760383606	stim	0		30	vertical	462.0579528808594	0.24996590614318848
341	286.2305419445038	stim	0		30	vertical	462.30791878700256	0.2499539852142334
342	286.480495929718	stim	0		30	vertical	462.5578727722168	0.2500770092010498
342	286.6723349094391	pulse	0	t		vertical	462.74971175193787	
343	286.73057293891907	stim	0		30	vertical	462.80794978141785	0.24997401237487793
344	286.98054695129395	stim	0		30	vertical	463.0579237937927	0.24997806549072266
345	287.23052501678467	stim	0		30	vertical	463.30790185928345	0.2500910758972168
346	287.4806160926819	stim	0		30	vertical	463.55799293518066	0.249924898147583
347	287.73054099082947	stim	0		30	vertical	463.80791783332825	0.24995994567871094
347	287.7639479637146	response	0	b		vertical	463.8413248062134	
347	287.78060007095337	pulse	0	t		vertical	463.85797691345215	
348	287.9805009365082	stim	0		30	vertical	464.05787777900696	0.25008201599121094
349	288.2305829524994	stim	0		30	vertical	464.30795979499817	0.24993109703063965
350	288.48051404953003	stim	0		30	vertical	464.5578908920288	0.24999785423278809
351	288.7305119037628	stim	0		30	vertical	464.8078887462616	0.25002408027648926
351	288.8889009952545	pulse	0	t		vertical	464.9662778377533	
352	288.9805359840393	stim	0		30	vertical	465.0579128265381	0.25000810623168945
353	289.230544090271	stim	0		30	vertical	465.3079209327698	0.25002598762512207
354	289.4805700778961	stim	0		30	vertical	465.5579469203949	0.2499678134918213
355	289.73053789138794	stim	0		30	vertical	465.8079147338867	0.2499690055847168
356	289.98050689697266	stim	0		30	vertical	466.05788373947144	0.25002598762512207
356	290.00565791130066	pulse	0	t		vertical	466.08303475379944	
357	290.2305328845978	stim	0		30	vertical	466.30790972709656	0.2500650882720947
358	290.4805979728699	stim	0		30	vertical	466.55797481536865	0.24993395805358887
359	290.73053193092346	stim	0		30	vertical	466.80790877342224	0.25004100799560547
359	290.78896403312683	response	0	b		vertical	466.8663408756256	
360	290.98057293891907	stim	0		30	vertical	467.05794978141785	0.24999403953552246
360	291.11387395858765	pulse	0	t		vertical	467.1912508010864	
361	291.2305669784546	stim	0		30	vertical	467.30794382095337	0.24994492530822754
362	291.4805119037628	stim	0		30	vertical	467.5578887462616	0.2500481605529785
363	291.7305600643158	stim	0		30	vertical	467.8079369068146	0.24994492530822754
364	291.980504989624	stim	0		30	vertical	468.0578818321228	0.249985933303833
365	292.23049092292786	stim	0		30	vertical	468.30786776542664	0.25008416175842285
365	292.2245628833771	pulse	0	t		vertical	468.30193972587585	
366	292.4805750846863	stim	0		30	vertical	468.55795192718506	0.2499988079071045
367	292.7305738925934	stim	0		1800	blank	468.80795073509216	14.999917030334473
367	293.3389558792114	response	0	b		blank	469.4163327217102	
367	293.33904004096985	pulse	0	t		blank	469.4164168834686	
367	294.44726610183716	pulse	0	t		blank	470.52464294433594	
367	295.56400299072266	pulse	0	t		blank	471.64137983322144	
367	296.6722409725189	pulse	0	t		blank	472.7496178150177	
367	297.3139638900757	response	0	b		blank	473.39134073257446	
367	297.78169202804565	pulse	0	t		blank	473.85906887054443	
367	298.8973228931427	pulse	0	t		blank	474.9746997356415	
367	300.00563287734985	pulse	0	t		blank	476.08300971984863	
367	301.0138568878174	response	0	b		blank	477.09123373031616	
367	301.1152548789978	pulse	0	t		blank	477.1926317214966	
367	302.2306180000305	pulse	0	t		blank	478.3079948425293	
367	303.33887696266174	pulse	0	t		blank	479.4162538051605	
367	304.455579996109	pulse	0	t		blank	480.5329568386078	
367	304.80556201934814	response	0	b		blank	480.8829388618469	
367	305.563884973526	pulse	0	t		blank	481.6412618160248	
367	306.67336893081665	pulse	0	t		blank	482.75074577331543	
367	307.0805809497833	response	0	b		blank	483.1579577922821	
368	307.73049092292786	stim	0		30	horizontal	483.80786776542664	0.2500021457672119
368	307.78891491889954	pulse	0	t		horizontal	483.8662917613983	
369	307.98049306869507	stim	0		30	horizontal	484.05786991119385	0.24995183944702148
370	308.2304449081421	stim	0		30	horizontal	484.30782175064087	0.2500631809234619
371	308.48050808906555	stim	0		30	horizontal	484.55788493156433	0.24994587898254395
372	308.7304539680481	stim	0		30	horizontal	484.8078308105469	0.2500491142272949
372	308.89717292785645	pulse	0	t		horizontal	484.9745497703552	
373	308.9805030822754	stim	0		30	horizontal	485.05787992477417	0.24998784065246582
374	309.23049092292786	stim	0		30	horizontal	485.30786776542664	0.250014066696167
375	309.480504989624	stim	0		30	horizontal	485.5578818321228	0.24998092651367188
376	309.7304859161377	stim	0		30	horizontal	485.8078627586365	0.2500121593475342
377	309.98049807548523	stim	0		30	horizontal	486.057874917984	0.2499678134918213
377	310.01393699645996	pulse	0	t		horizontal	486.09131383895874	
378	310.23046588897705	stim	0		30	horizontal	486.30784273147583	0.2500340938568115
379	310.48049998283386	stim	0		30	horizontal	486.55787682533264	0.24996495246887207
380	310.73046493530273	stim	0		30	horizontal	486.8078417778015	0.2499680519104004
381	310.98043298721313	stim	0		30	horizontal	487.0578098297119	0.250032901763916
381	311.1222240924835	pulse	0	t		horizontal	487.1996009349823	
382	311.23046588897705	stim	0		30	horizontal	487.30784273147583	0.2500472068786621
383	311.4805130958557	stim	0		30	horizontal	487.5578899383545	0.2500038146972656
384	311.730516910553	stim	0		30	horizontal	487.80789375305176	0.24996614456176758
385	311.98048305511475	stim	0		30	horizontal	488.0578598976135	0.2499690055847168
386	312.23045206069946	stim	0		30	horizontal	488.30782890319824	0.2500128746032715
386	312.23164105415344	pulse	0	t		horizontal	488.3090178966522	
386	312.26535511016846	response	0	b		horizontal	488.34273195266724	
387	312.48046493530273	stim	0		30	horizontal	488.5578417778015	0.25000596046447754
388	312.7304708957672	stim	0		30	horizontal	488.807847738266	0.24997520446777344
389	312.980446100235	stim	0		30	horizontal	489.05782294273376	0.2500038146972656
390	313.23044991493225	stim	0		30	horizontal	489.30782675743103	0.2500121593475342
390	313.3472020626068	pulse	0	t		horizontal	489.4245789051056	
391	313.4804620742798	stim	0		30	horizontal	489.55783891677856	0.2500419616699219
392	313.7305040359497	stim	0		30	horizontal	489.8078808784485	0.24995803833007812
393	313.9804620742798	stim	0		30	horizontal	490.05783891677856	0.24999499320983887
394	314.2304570674896	stim	0		30	horizontal	490.3078339099884	0.24999690055847168
394	314.4555480480194	pulse	0	t		horizontal	490.5329248905182	
395	314.4804539680481	stim	0		30	horizontal	490.5578308105469	0.25000810623168945
396	314.7304620742798	stim	0		30	horizontal	490.80783891677856	0.2499849796295166
396	314.86399006843567	response	0	b		horizontal	490.94136691093445	
397	314.9804470539093	stim	0		30	horizontal	491.0578238964081	0.25001001358032227
398	315.2304570674896	stim	0		30	horizontal	491.3078339099884	0.2500288486480713
399	315.4804859161377	stim	0		30	horizontal	491.5578627586365	0.2499220371246338
399	315.56540608406067	pulse	0	t		horizontal	491.64278292655945	
400	315.73040795326233	stim	0		30	horizontal	491.8077847957611	0.25003910064697266
401	315.9804470539093	stim	0		30	horizontal	492.0578238964081	0.2500119209289551
402	316.23045897483826	stim	0		30	horizontal	492.30783581733704	0.24995994567871094
403	316.48041892051697	stim	0		30	horizontal	492.55779576301575	0.2500321865081787
403	316.68055391311646	pulse	0	t		horizontal	492.75793075561523	
404	316.73045110702515	stim	0		30	horizontal	492.8078279495239	0.24999380111694336
405	316.9804449081421	stim	0		30	horizontal	493.05782175064087	0.24990510940551758
406	317.2303500175476	stim	0		30	horizontal	493.3077268600464	0.2500770092010498
407	317.48042702674866	stim	0		30	horizontal	493.55780386924744	0.25003790855407715
408	317.73046493530273	stim	0		30	horizontal	493.8078417778015	0.2500591278076172
408	317.7888250350952	pulse	0	t		horizontal	493.866201877594	
409	317.98052406311035	stim	0		30	horizontal	494.05790090560913	0.24994397163391113
409	318.0388059616089	response	0	b		horizontal	494.11618280410767	
410	318.23046803474426	stim	0		30	horizontal	494.30784487724304	0.24994397163391113
411	318.4804120063782	stim	0		30	horizontal	494.55778884887695	0.24995207786560059
412	318.7303640842438	stim	0		30	horizontal	494.80774092674255	0.2500748634338379
412	318.90553402900696	pulse	0	t		horizontal	494.98291087150574	
413	318.9804389476776	stim	0		30	horizontal	495.0578157901764	0.24995112419128418
414	319.2303900718689	stim	0		30	horizontal	495.3077669143677	0.24994492530822754
415	319.4803349971771	stim	0		30	horizontal	495.5577118396759	0.2501349449157715
416	319.7304699420929	stim	0		30	horizontal	495.8078467845917	0.24997305870056152
417	319.98044300079346	stim	0		30	horizontal	496.05781984329224	0.2501220703125
417	320.0138449668884	pulse	0	t		horizontal	496.0912218093872	
418	320.23056507110596	stim	0		30	horizontal	496.30794191360474	0.2499380111694336
419	320.4805030822754	stim	0		30	horizontal	496.55787992477417	0.24994397163391113
420	320.7304470539093	stim	0		30	horizontal	496.8078238964081	0.2499408721923828
421	320.9803879261017	stim	0		30	horizontal	497.05776476860046	0.2500419616699219
421	321.12373995780945	pulse	0	t		horizontal	497.2011168003082	
422	321.2304298877716	stim	0		30	horizontal	497.3078067302704	0.2500331401824951
423	321.4804630279541	stim	0		30	horizontal	497.5578398704529	0.25000786781311035
424	321.7304708957672	stim	0		30	horizontal	497.807847738266	0.24999213218688965
425	321.9804630279541	stim	0		30	horizontal	498.0578398704529	0.249985933303833
426	322.23044896125793	stim	0		30	horizontal	498.3078258037567	0.2500169277191162
426	322.2387990951538	pulse	0	t		horizontal	498.3161759376526	
427	322.48046588897705	stim	0		30	horizontal	498.55784273147583	0.24989104270935059
427	322.5555419921875	response	0	b		horizontal	498.6329188346863	
428	322.7303569316864	stim	0		1800	blank	498.8077337741852	14.999933958053589
428	323.34726190567017	pulse	0	t		blank	499.42463874816895	
428	324.45673394203186	pulse	0	t		blank	500.53411078453064	
428	325.1390390396118	response	0	b		blank	501.2164158821106	
428	325.57218194007874	pulse	0	t		blank	501.6495587825775	
428	326.6804549694061	pulse	0	t		blank	502.7578318119049	
428	327.7968499660492	pulse	0	t		blank	503.874226808548	
428	328.9056749343872	pulse	0	t		blank	504.983051776886	
428	329.7304298877716	response	0	b		blank	505.8078067302704	
428	330.0149760246277	pulse	0	t		blank	506.09235286712646	
428	331.1305470466614	pulse	0	t		blank	507.20792388916016	
428	332.2387990951538	pulse	0	t		blank	508.3161759376526	
428	333.01382303237915	response	0	b		blank	509.09119987487793	
428	333.3554849624634	pulse	0	t		blank	509.43286180496216	
428	334.4636468887329	pulse	0	t		blank	510.5410237312317	
428	335.5720739364624	pulse	0	t		blank	511.6494507789612	
428	335.9887080192566	response	0	b		blank	512.0660848617554	
428	336.68876600265503	pulse	0	t		blank	512.7661428451538	
429	337.73029088974	stim	0		30	vertical	513.8076677322388	0.24998021125793457
429	337.7969970703125	pulse	0	t		vertical	513.8743739128113	
430	337.9802711009979	stim	0		30	vertical	514.0576479434967	0.2500789165496826
430	338.0235970020294	response	0	b		vertical	514.1009738445282	
431	338.2303500175476	stim	0		30	vertical	514.3077268600464	0.24999499320983887
432	338.48034501075745	stim	0		30	vertical	514.5577218532562	0.2498929500579834
433	338.73023796081543	stim	0		30	vertical	514.8076148033142	0.2500579357147217
433	338.90692710876465	pulse	0	t		vertical	514.9843039512634	
434	338.98029589653015	stim	0		30	vertical	515.0576727390289	0.24999308586120605
435	339.23028898239136	stim	0		30	vertical	515.3076658248901	0.2500739097595215
436	339.4803628921509	stim	0		30	vertical	515.5577397346497	0.24991798400878906
437	339.73028087615967	stim	0		30	vertical	515.8076577186584	0.24997711181640625
438	339.9802579879761	stim	0		30	vertical	516.0576348304749	0.25005197525024414
438	340.02207803726196	pulse	0	t		vertical	516.0994548797607	
439	340.2303099632263	stim	0		30	vertical	516.3076868057251	0.25002002716064453
440	340.48032999038696	stim	0		30	vertical	516.5577068328857	0.24997711181640625
441	340.73030710220337	stim	0		30	vertical	516.8076839447021	0.25001978874206543
442	340.98032689094543	stim	0		30	vertical	517.0577037334442	0.24995803833007812
442	341.13041496276855	pulse	0	t		vertical	517.2077918052673	
443	341.2302849292755	stim	0		30	vertical	517.3076617717743	0.24995899200439453
444	341.4802439212799	stim	0		30	vertical	517.5576207637787	0.25005197525024414
445	341.73029589653015	stim	0		30	vertical	517.8076727390289	0.2499401569366455
446	341.9802360534668	stim	0		30	vertical	518.0576128959656	0.2500438690185547
446	342.12200593948364	response	0	b		vertical	518.1993827819824	
447	342.23027992248535	stim	0		30	vertical	518.3076567649841	0.2500419616699219
447	342.2469439506531	pulse	0	t		vertical	518.3243207931519	
448	342.4803218841553	stim	0		30	vertical	518.557698726654	0.2499861717224121
449	342.7303080558777	stim	0		30	vertical	518.8076848983765	0.24993085861206055
450	342.98023891448975	stim	0		30	vertical	519.0576157569885	0.25014400482177734
451	343.2303829193115	stim	0		30	vertical	519.3077597618103	0.24986910820007324
451	343.3553719520569	pulse	0	t		vertical	519.4327487945557	
452	343.4802520275116	stim	0		30	vertical	519.5576288700104	0.24998998641967773
453	343.7302420139313	stim	0		30	vertical	519.80761885643	0.25009703636169434
454	343.98033905029297	stim	0		30	vertical	520.0577158927917	0.2500288486480713
455	344.23036789894104	stim	0		30	vertical	520.3077447414398	0.24998712539672852
455	344.4636240005493	pulse	0	t		vertical	520.5410008430481	
456	344.48035502433777	stim	0		30	vertical	520.5577318668365	0.24997687339782715
457	344.7303318977356	stim	0		30	vertical	520.8077087402344	0.2499082088470459
458	344.98024010658264	stim	0		30	vertical	521.0576169490814	0.2501108646392822
459	345.2303509712219	stim	0		30	vertical	521.3077278137207	0.2498950958251953
460	345.4802460670471	stim	0		30	vertical	521.5576229095459	0.24999690055847168
460	345.58036494255066	pulse	0	t		vertical	521.6577417850494	
461	345.7302429676056	stim	0		30	vertical	521.8076198101044	0.2501220703125
462	345.9803650379181	stim	0		30	vertical	522.0577418804169	0.24988198280334473
463	346.23024702072144	stim	0		30	vertical	522.3076238632202	0.25008106231689453
463	346.27211689949036	response	0	b		vertical	522.3494937419891	
464	346.48032808303833	stim	0		30	vertical	522.5577049255371	0.2499539852142334
464	346.68865990638733	pulse	0	t		vertical	522.7660367488861	
465	346.73028206825256	stim	0		30	vertical	522.8076589107513	0.24998784065246582
466	346.98026990890503	stim	0		30	vertical	523.0576467514038	0.24998903274536133
467	347.2302589416504	stim	0		30	vertical	523.3076357841492	0.25014209747314453
468	347.48040103912354	stim	0		30	vertical	523.5577778816223	0.2498340606689453
469	347.7302350997925	stim	0		30	vertical	523.8076119422913	0.25010085105895996
469	347.798712015152	pulse	0	t		vertical	523.8760888576508	
470	347.98033595085144	stim	0		30	vertical	524.0577127933502	0.2500021457672119
471	348.23033809661865	stim	0		30	vertical	524.3077149391174	0.24994683265686035
472	348.4802849292755	stim	0		30	vertical	524.5576617717743	0.24999117851257324
473	348.7302761077881	stim	0		30	vertical	524.8076529502869	0.2500009536743164
473	348.9136469364166	pulse	0	t		vertical	524.9910237789154	
474	348.9802770614624	stim	0		30	vertical	525.0576539039612	0.250018835067749
475	349.23029589653015	stim	0		30	vertical	525.3076727390289	0.25002002716064453
476	349.4803159236908	stim	0		30	vertical	525.5576927661896	0.2499220371246338
477	349.73023796081543	stim	0		30	vertical	525.8076148033142	0.24997901916503906
478	349.98021697998047	stim	0		30	vertical	526.0575938224792	0.2501490116119385
478	350.02204489707947	pulse	0	t		vertical	526.0994217395782	
479	350.2303659915924	stim	0		30	vertical	526.3077428340912	0.24985408782958984
480	350.480220079422	stim	0		30	vertical	526.5575969219208	0.2500278949737549
480	350.63200187683105	response	0	b		vertical	526.7093787193298	
481	350.73024797439575	stim	0		30	vertical	526.8076248168945	0.2500340938568115
482	350.98028206825256	stim	0		30	vertical	527.0576589107513	0.24995994567871094
482	351.13869190216064	pulse	0	t		vertical	527.2160687446594	
483	351.2302420139313	stim	0		30	vertical	527.30761885643	0.2499690055847168
484	351.480211019516	stim	0		30	vertical	527.5575878620148	0.2500319480895996
485	351.7302429676056	stim	0		30	vertical	527.8076198101044	0.24996495246887207
486	351.98020792007446	stim	0		30	vertical	528.0575847625732	0.24997806549072266
487	352.2301859855652	stim	0		30	vertical	528.307562828064	0.2501370906829834
487	352.24695205688477	pulse	0	t		vertical	528.3243288993835	
488	352.48032307624817	stim	0		30	vertical	528.557699918747	0.24990582466125488
489	352.7302289009094	stim	0		1800	blank	528.8076057434082	14.999983072280884
489	353.3565468788147	pulse	0	t		blank	529.4339237213135	
489	353.7649099826813	response	0	b		blank	529.84228682518	
489	354.4720358848572	pulse	0	t		blank	530.549412727356	
489	355.58032608032227	pulse	0	t		blank	531.657702922821	
489	356.0232300758362	response	0	b		blank	532.100606918335	
489	356.69701290130615	pulse	0	t		blank	532.7743897438049	
489	357.8052089214325	pulse	0	t		blank	533.8825857639313	
489	358.9136519432068	pulse	0	t		blank	534.9910287857056	
489	359.6470060348511	response	0	b		blank	535.7243828773499	
489	360.0302619934082	pulse	0	t		blank	536.107638835907	
489	361.13856291770935	pulse	0	t		blank	537.2159397602081	
489	362.25525999069214	pulse	0	t		blank	538.3326368331909	
489	363.3636200428009	pulse	0	t		blank	539.4409968852997	
489	363.59693908691406	response	0	b		blank	539.6743159294128	
489	364.4719409942627	pulse	0	t		blank	540.5493178367615	
489	365.5886631011963	pulse	0	t		blank	541.6660399436951	
489	366.6970009803772	pulse	0	t		blank	542.774377822876	
489	367.72199010849	response	0	b		blank	543.7993669509888	
490	367.7302119731903	stim	0		600	baseline	543.8075888156891	5.03279709815979
490	367.8052599430084	pulse	0	t		baseline	543.8826367855072	
490	368.92196893692017	pulse	0	t		baseline	544.999345779419	
490	370.0303409099579	pulse	0	t		baseline	546.1077177524567	
490	371.1399300098419	pulse	0	t		baseline	547.2173068523407	
490	371.606486082077	response	0	b		baseline	547.6838629245758	
490	372.25527596473694	pulse	0	t		baseline	548.3326528072357	
